StateAndCounty,State,StateAbbr,County,Population,HousingUnits,AreaInSqMiTotal,AreaInSqMiWater,AreaInSqMiLand,PopPerSqMiLand,HousingUnitsPerSqMiOfLand,LandWatchURL
IN-Putnam_County,Indiana,IN,Putnam_County,37963,14706,482.69,2.16,480.53,79,30.6,https://www.landwatch.com/Indiana_land_for_sale/Putnam_County/Land
IN-Pulaski_County,Indiana,IN,Pulaski_County,13402,6060,434.53,0.88,433.65,30.9,14,https://www.landwatch.com/Indiana_land_for_sale/Pulaski_County/Land
IN-Posey_County,Indiana,IN,Posey_County,25910,11207,419.33,9.75,409.57,63.3,27.4,https://www.landwatch.com/Indiana_land_for_sale/Posey_County/Land
IN-Porter_County,Indiana,IN,Porter_County,164343,66179,521.78,103.63,418.15,393,158.3,https://www.landwatch.com/Indiana_land_for_sale/Porter_County/Land
IN-Pike_County,Indiana,IN,Pike_County,12845,5735,341.09,6.86,334.24,38.4,17.2,https://www.landwatch.com/Indiana_land_for_sale/Pike_County/Land
IN-Perry_County,Indiana,IN,Perry_County,19338,8495,386.29,4.56,381.73,50.7,22.3,https://www.landwatch.com/Indiana_land_for_sale/Perry_County/Land
IN-Parke_County,Indiana,IN,Parke_County,17339,8085,449.98,5.32,444.66,39,18.2,https://www.landwatch.com/Indiana_land_for_sale/Parke_County/Land
IN-Owen_County,Indiana,IN,Owen_County,21575,10091,387.83,2.54,385.29,56,26.2,https://www.landwatch.com/Indiana_land_for_sale/Owen_County/Land
IN-Orange_County,Indiana,IN,Orange_County,19840,9176,408.19,9.8,398.39,49.8,23,https://www.landwatch.com/Indiana_land_for_sale/Orange_County/Land
IN-Ohio_County,Indiana,IN,Ohio_County,6128,2784,87.43,1.29,86.14,71.1,32.3,https://www.landwatch.com/Indiana_land_for_sale/Ohio_County/Land
IN-Noble_County,Indiana,IN,Noble_County,47536,20109,417.43,6.59,410.84,115.7,48.9,https://www.landwatch.com/Indiana_land_for_sale/Noble_County/Land
IN-Newton_County,Indiana,IN,Newton_County,14244,6030,403.44,1.68,401.76,35.5,15,https://www.landwatch.com/Indiana_land_for_sale/Newton_County/Land
IN-Morgan_County,Indiana,IN,Morgan_County,68894,27754,409.43,5.46,403.97,170.5,68.7,https://www.landwatch.com/Indiana_land_for_sale/Morgan_County/Land
IN-Montgomery_County,Indiana,IN,Montgomery_County,38124,16535,505.45,0.83,504.61,75.6,32.8,https://www.landwatch.com/Indiana_land_for_sale/Montgomery_County/Land
IN-Monroe_County,Indiana,IN,Monroe_County,137974,59107,411.32,16.81,394.51,349.7,149.8,https://www.landwatch.com/Indiana_land_for_sale/Monroe_County/Land
IN-Miami_County,Indiana,IN,Miami_County,36903,15479,377.39,3.55,373.84,98.7,41.4,https://www.landwatch.com/Indiana_land_for_sale/Miami_County/Land
IN-Martin_County,Indiana,IN,Martin_County,10334,4786,340.41,4.67,335.74,30.8,14.3,https://www.landwatch.com/Indiana_land_for_sale/Martin_County/Land
IN-Marshall_County,Indiana,IN,Marshall_County,47051,19845,449.74,6.11,443.63,106.1,44.7,https://www.landwatch.com/Indiana_land_for_sale/Marshall_County/Land
IN-Marion_County,Indiana,IN,Marion_County,903393,417862,403.01,6.71,396.3,2279.6,1054.4,https://www.landwatch.com/Indiana_land_for_sale/Marion_County/Land
IN-Madison_County,Indiana,IN,Madison_County,131636,59068,452.9,0.99,451.92,291.3,130.7,https://www.landwatch.com/Indiana_land_for_sale/Madison_County/Land
IN-Lawrence_County,Indiana,IN,Lawrence_County,46134,21074,451.93,2.76,449.17,102.7,46.9,https://www.landwatch.com/Indiana_land_for_sale/Lawrence_County/Land
IN-Lake_County,Indiana,IN,Lake_County,496005,208750,626.56,127.6,498.96,994.1,418.4,https://www.landwatch.com/Indiana_land_for_sale/Lake_County/Land
IN-Kosciusko_County,Indiana,IN,Kosciusko_County,77358,37038,554.39,23.01,531.38,145.6,69.7,https://www.landwatch.com/Indiana_land_for_sale/Kosciusko_County/Land
IN-Knox_County,Indiana,IN,Knox_County,38440,17038,524.04,8.01,516.03,74.5,33,https://www.landwatch.com/Indiana_land_for_sale/Knox_County/Land
IN-Johnson_County,Indiana,IN,Johnson_County,139654,56649,321.79,1.36,320.43,435.8,176.8,https://www.landwatch.com/Indiana_land_for_sale/Johnson_County/Land
IN-Jennings_County,Indiana,IN,Jennings_County,28525,12069,378.35,1.76,376.58,75.7,32,https://www.landwatch.com/Indiana_land_for_sale/Jennings_County/Land
IN-Jefferson_County,Indiana,IN,Jefferson_County,32428,14311,362.89,2.26,360.63,89.9,39.7,https://www.landwatch.com/Indiana_land_for_sale/Jefferson_County/Land
IN-Jay_County,Indiana,IN,Jay_County,21253,9221,384.08,0.18,383.91,55.4,24,https://www.landwatch.com/Indiana_land_for_sale/Jay_County/Land
IN-Jasper_County,Indiana,IN,Jasper_County,33478,13168,561.39,1.76,559.62,59.8,23.5,https://www.landwatch.com/Indiana_land_for_sale/Jasper_County/Land
IN-Jackson_County,Indiana,IN,Jackson_County,42376,18202,513.91,4.6,509.31,83.2,35.7,https://www.landwatch.com/Indiana_land_for_sale/Jackson_County/Land
IN-Huntington_County,Indiana,IN,Huntington_County,37124,15805,387.72,5.07,382.65,97,41.3,https://www.landwatch.com/Indiana_land_for_sale/Huntington_County/Land
IN-Howard_County,Indiana,IN,Howard_County,82752,38679,293.92,0.86,293.06,282.4,132,https://www.landwatch.com/Indiana_land_for_sale/Howard_County/Land
IN-Henry_County,Indiana,IN,Henry_County,49462,21288,394.83,2.96,391.88,126.2,54.3,https://www.landwatch.com/Indiana_land_for_sale/Henry_County/Land
IN-Hendricks_County,Indiana,IN,Hendricks_County,145448,55454,408.78,1.87,406.91,357.4,136.3,https://www.landwatch.com/Indiana_land_for_sale/Hendricks_County/Land
IN-Harrison_County,Indiana,IN,Harrison_County,39364,16534,486.52,2.01,484.52,81.2,34.1,https://www.landwatch.com/Indiana_land_for_sale/Harrison_County/Land
IN-Hancock_County,Indiana,IN,Hancock_County,70002,28125,307.03,1.01,306.02,228.8,91.9,https://www.landwatch.com/Indiana_land_for_sale/Hancock_County/Land
IN-Hamilton_County,Indiana,IN,Hamilton_County,274569,106772,402.44,8.17,394.27,696.4,270.8,https://www.landwatch.com/Indiana_land_for_sale/Hamilton_County/Land
IN-Greene_County,Indiana,IN,Greene_County,33165,15211,545.92,3.42,542.49,61.1,28,https://www.landwatch.com/Indiana_land_for_sale/Greene_County/Land
IN-Grant_County,Indiana,IN,Grant_County,70061,30443,414.9,0.82,414.07,169.2,73.5,https://www.landwatch.com/Indiana_land_for_sale/Grant_County/Land
IN-Gibson_County,Indiana,IN,Gibson_County,33503,14645,499.16,11.68,487.49,68.7,30,https://www.landwatch.com/Indiana_land_for_sale/Gibson_County/Land
IN-Fulton_County,Indiana,IN,Fulton_County,20836,9708,371.27,2.88,368.39,56.6,26.4,https://www.landwatch.com/Indiana_land_for_sale/Fulton_County/Land
IN-Franklin_County,Indiana,IN,Franklin_County,23087,9538,391.05,6.62,384.43,60.1,24.8,https://www.landwatch.com/Indiana_land_for_sale/Franklin_County/Land
IN-Fountain_County,Indiana,IN,Fountain_County,17240,7865,397.88,2.22,395.66,43.6,19.9,https://www.landwatch.com/Indiana_land_for_sale/Fountain_County/Land
IN-Floyd_County,Indiana,IN,Floyd_County,74578,31968,148.96,1.02,147.93,504.1,216.1,https://www.landwatch.com/Indiana_land_for_sale/Floyd_County/Land
IN-Fayette_County,Indiana,IN,Fayette_County,24277,10898,215.16,0.15,215.01,112.9,50.7,https://www.landwatch.com/Indiana_land_for_sale/Fayette_County/Land
IN-Elkhart_County,Indiana,IN,Elkhart_County,197559,77767,467.97,4.8,463.17,426.5,167.9,https://www.landwatch.com/Indiana_land_for_sale/Elkhart_County/Land
IN-Dubois_County,Indiana,IN,Dubois_County,41889,17384,435.33,8.06,427.27,98,40.7,https://www.landwatch.com/Indiana_land_for_sale/Dubois_County/Land
IN-Delaware_County,Indiana,IN,Delaware_County,117671,52357,395.91,3.79,392.12,300.1,133.5,https://www.landwatch.com/Indiana_land_for_sale/Delaware_County/Land
IN-Decatur_County,Indiana,IN,Decatur_County,25740,11209,373.32,0.76,372.57,69.1,30.1,https://www.landwatch.com/Indiana_land_for_sale/Decatur_County/Land
IN-Dearborn_County,Indiana,IN,Dearborn_County,50047,20171,307.42,2.38,305.03,164.1,66.1,https://www.landwatch.com/Indiana_land_for_sale/Dearborn_County/Land
IN-Daviess_County,Indiana,IN,Daviess_County,31648,12471,436.87,7.39,429.49,73.7,29,https://www.landwatch.com/Indiana_land_for_sale/Daviess_County/Land
IN-Crawford_County,Indiana,IN,Crawford_County,10713,5520,308.72,3.08,305.64,35.1,18.1,https://www.landwatch.com/Indiana_land_for_sale/Crawford_County/Land
IN-Clinton_County,Indiana,IN,Clinton_County,33224,13321,405.25,0.18,405.07,82,32.9,https://www.landwatch.com/Indiana_land_for_sale/Clinton_County/Land
IN-Clay_County,Indiana,IN,Clay_County,26890,11703,360.32,2.78,357.54,75.2,32.7,https://www.landwatch.com/Indiana_land_for_sale/Clay_County/Land
IN-Clark_County,Indiana,IN,Clark_County,110232,47776,376.45,3.6,372.86,295.6,128.1,https://www.landwatch.com/Indiana_land_for_sale/Clark_County/Land
IN-Cass_County,Indiana,IN,Cass_County,38966,16474,414.85,2.69,412.15,94.5,40,https://www.landwatch.com/Indiana_land_for_sale/Cass_County/Land
IN-Carroll_County,Indiana,IN,Carroll_County,20155,9472,375.02,2.79,372.22,54.1,25.4,https://www.landwatch.com/Indiana_land_for_sale/Carroll_County/Land
IN-Brown_County,Indiana,IN,Brown_County,15242,8285,316.63,4.65,311.98,48.9,26.6,https://www.landwatch.com/Indiana_land_for_sale/Brown_County/Land
IN-Boone_County,Indiana,IN,Boone_County,56640,22754,423.25,0.34,422.91,133.9,53.8,https://www.landwatch.com/Indiana_land_for_sale/Boone_County/Land
IN-Blackford_County,Indiana,IN,Blackford_County,12766,6051,165.58,0.5,165.08,77.3,36.7,https://www.landwatch.com/Indiana_land_for_sale/Blackford_County/Land
IN-Benton_County,Indiana,IN,Benton_County,8854,3937,406.51,0.09,406.42,21.8,9.7,https://www.landwatch.com/Indiana_land_for_sale/Benton_County/Land
IN-Bartholomew_County,Indiana,IN,Bartholomew_County,76794,33098,409.52,2.62,406.91,188.7,81.3,https://www.landwatch.com/Indiana_land_for_sale/Bartholomew_County/Land
IN-Allen_County,Indiana,IN,Allen_County,355329,152184,660.02,2.71,657.31,540.6,231.5,https://www.landwatch.com/Indiana_land_for_sale/Allen_County/Land
IN-Adams_County,Indiana,IN,Adams_County,34387,13014,339.97,0.94,339.03,101.4,38.4,https://www.landwatch.com/Indiana_land_for_sale/Adams_County/Land
IA-Wright_County,Iowa,IA,Wright_County,13229,6529,582.24,1.82,580.42,22.8,11.2,https://www.landwatch.com/Iowa_land_for_sale/Wright_County/Land
IA-Worth_County,Iowa,IA,Worth_County,7598,3548,401.94,1.82,400.12,19,8.9,https://www.landwatch.com/Iowa_land_for_sale/Worth_County/Land
IA-Woodbury_County,Iowa,IA,Woodbury_County,102172,41484,877.77,4.94,872.83,117.1,47.5,https://www.landwatch.com/Iowa_land_for_sale/Woodbury_County/Land
IA-Winneshiek_County,Iowa,IA,Winneshiek_County,21056,8721,690.14,0.27,689.87,30.5,12.6,https://www.landwatch.com/Iowa_land_for_sale/Winneshiek_County/Land
IA-Winnebago_County,Iowa,IA,Winnebago_County,10866,5194,401.72,1.23,400.49,27.1,13,https://www.landwatch.com/Iowa_land_for_sale/Winnebago_County/Land
IA-Webster_County,Iowa,IA,Webster_County,38013,17035,718.43,2.81,715.62,53.1,23.8,https://www.landwatch.com/Iowa_land_for_sale/Webster_County/Land
IA-Wayne_County,Iowa,IA,Wayne_County,6403,3212,527.15,1.71,525.44,12.2,6.1,https://www.landwatch.com/Iowa_land_for_sale/Wayne_County/Land
IA-Washington_County,Iowa,IA,Washington_County,21704,9516,570.92,2.08,568.84,38.2,16.7,https://www.landwatch.com/Iowa_land_for_sale/Washington_County/Land
IA-Warren_County,Iowa,IA,Warren_County,46225,18371,573.35,3.52,569.83,81.1,32.2,https://www.landwatch.com/Iowa_land_for_sale/Warren_County/Land
IA-Wapello_County,Iowa,IA,Wapello_County,35625,16098,436.02,4.19,431.83,82.5,37.3,https://www.landwatch.com/Iowa_land_for_sale/Wapello_County/Land
IA-Van_Buren_County,Iowa,IA,Van_Buren_County,7570,3670,490.52,5.73,484.79,15.6,7.6,https://www.landwatch.com/Iowa_land_for_sale/Van_Buren_County/Land
IA-Union_County,Iowa,IA,Union_County,12534,5937,425.8,2.15,423.65,29.6,14,https://www.landwatch.com/Iowa_land_for_sale/Union_County/Land
IA-Taylor_County,Iowa,IA,Taylor_County,6317,3107,534.66,2.75,531.9,11.9,5.8,https://www.landwatch.com/Iowa_land_for_sale/Taylor_County/Land
IA-Tama_County,Iowa,IA,Tama_County,17767,7766,722.08,1.07,721.01,24.6,10.8,https://www.landwatch.com/Iowa_land_for_sale/Tama_County/Land
IA-Story_County,Iowa,IA,Story_County,89542,36789,573.65,0.83,572.82,156.3,64.2,https://www.landwatch.com/Iowa_land_for_sale/Story_County/Land
IA-Sioux_County,Iowa,IA,Sioux_County,33704,12279,768.99,0.66,768.33,43.9,16,https://www.landwatch.com/Iowa_land_for_sale/Sioux_County/Land
IA-Shelby_County,Iowa,IA,Shelby_County,12167,5542,591.35,0.57,590.78,20.6,9.4,https://www.landwatch.com/Iowa_land_for_sale/Shelby_County/Land
IA-Scott_County,Iowa,IA,Scott_County,165224,71835,468.21,10.12,458.09,360.7,156.8,https://www.landwatch.com/Iowa_land_for_sale/Scott_County/Land
IA-Sac_County,Iowa,IA,Sac_County,10350,5429,578.33,3.32,575.01,18,9.4,https://www.landwatch.com/Iowa_land_for_sale/Sac_County/Land
IA-Ringgold_County,Iowa,IA,Ringgold_County,5131,2613,538.87,3.37,535.5,9.6,4.9,https://www.landwatch.com/Iowa_land_for_sale/Ringgold_County/Land
IA-Poweshiek_County,Iowa,IA,Poweshiek_County,18914,8949,586.07,1.13,584.93,32.3,15.3,https://www.landwatch.com/Iowa_land_for_sale/Poweshiek_County/Land
IA-Pottawattamie_County,Iowa,IA,Pottawattamie_County,93158,39330,959.13,8.85,950.28,98,41.4,https://www.landwatch.com/Iowa_land_for_sale/Pottawattamie_County/Land
IA-Polk_County,Iowa,IA,Polk_County,430640,182262,591.53,17.74,573.79,750.5,317.6,https://www.landwatch.com/Iowa_land_for_sale/Polk_County/Land
IA-Pocahontas_County,Iowa,IA,Pocahontas_County,7310,3794,578.66,1.42,577.24,12.7,6.6,https://www.landwatch.com/Iowa_land_for_sale/Pocahontas_County/Land
IA-Plymouth_County,Iowa,IA,Plymouth_County,24986,10550,863.73,0.84,862.89,29,12.2,https://www.landwatch.com/Iowa_land_for_sale/Plymouth_County/Land
IA-Palo_Alto_County,Iowa,IA,Palo_Alto_County,9421,4628,569.43,5.59,563.84,16.7,8.2,https://www.landwatch.com/Iowa_land_for_sale/Palo_Alto_County/Land
IA-Page_County,Iowa,IA,Page_County,15932,7181,535.47,0.52,534.94,29.8,13.4,https://www.landwatch.com/Iowa_land_for_sale/Page_County/Land
IA-Osceola_County,Iowa,IA,Osceola_County,6462,2990,399.39,0.71,398.68,16.2,7.5,https://www.landwatch.com/Iowa_land_for_sale/Osceola_County/Land
IA-OBrien_County,Iowa,IA,OBrien_County,14398,6649,573.21,0.17,573.04,25.1,11.6,https://www.landwatch.com/Iowa_land_for_sale/OBrien_County/Land
IA-Muscatine_County,Iowa,IA,Muscatine_County,42745,17910,449.13,11.66,437.47,97.7,40.9,https://www.landwatch.com/Iowa_land_for_sale/Muscatine_County/Land
IA-Montgomery_County,Iowa,IA,Montgomery_County,10740,5239,425.03,0.93,424.1,25.3,12.4,https://www.landwatch.com/Iowa_land_for_sale/Montgomery_County/Land
IA-Monroe_County,Iowa,IA,Monroe_County,7970,3884,434.3,0.59,433.72,18.4,9,https://www.landwatch.com/Iowa_land_for_sale/Monroe_County/Land
IA-Monona_County,Iowa,IA,Monona_County,9243,4697,698.93,4.86,694.07,13.3,6.8,https://www.landwatch.com/Iowa_land_for_sale/Monona_County/Land
IA-Mitchell_County,Iowa,IA,Mitchell_County,10776,4850,469.56,0.43,469.13,23,10.3,https://www.landwatch.com/Iowa_land_for_sale/Mitchell_County/Land
IA-Mills_County,Iowa,IA,Mills_County,15059,6109,440.64,3.21,437.44,34.4,14,https://www.landwatch.com/Iowa_land_for_sale/Mills_County/Land
IA-Marshall_County,Iowa,IA,Marshall_County,40648,16831,573.2,0.7,572.5,71,29.4,https://www.landwatch.com/Iowa_land_for_sale/Marshall_County/Land
IA-Marion_County,Iowa,IA,Marion_County,33309,13914,570.51,15.97,554.53,60.1,25.1,https://www.landwatch.com/Iowa_land_for_sale/Marion_County/Land
IA-Mahaska_County,Iowa,IA,Mahaska_County,22381,9766,573.4,2.53,570.86,39.2,17.1,https://www.landwatch.com/Iowa_land_for_sale/Mahaska_County/Land
IA-Madison_County,Iowa,IA,Madison_County,15679,6554,562.16,1.15,561.01,27.9,11.7,https://www.landwatch.com/Iowa_land_for_sale/Madison_County/Land
IA-Lyon_County,Iowa,IA,Lyon_County,11581,4848,587.78,0.13,587.65,19.7,8.2,https://www.landwatch.com/Iowa_land_for_sale/Lyon_County/Land
IA-Lucas_County,Iowa,IA,Lucas_County,8898,4238,434.4,3.8,430.59,20.7,9.8,https://www.landwatch.com/Iowa_land_for_sale/Lucas_County/Land
IA-Louisa_County,Iowa,IA,Louisa_County,11387,5002,417.52,15.75,401.77,28.3,12.5,https://www.landwatch.com/Iowa_land_for_sale/Louisa_County/Land
IA-Linn_County,Iowa,IA,Linn_County,211226,92251,724.5,7.62,716.88,294.6,128.7,https://www.landwatch.com/Iowa_land_for_sale/Linn_County/Land
IA-Lee_County,Iowa,IA,Lee_County,35862,16205,538.87,21.35,517.52,69.3,31.3,https://www.landwatch.com/Iowa_land_for_sale/Lee_County/Land
IA-Kossuth_County,Iowa,IA,Kossuth_County,15543,7486,974.32,1.6,972.72,16,7.7,https://www.landwatch.com/Iowa_land_for_sale/Kossuth_County/Land
IA-Keokuk_County,Iowa,IA,Keokuk_County,10511,4931,579.92,0.74,579.18,18.1,8.5,https://www.landwatch.com/Iowa_land_for_sale/Keokuk_County/Land
IA-Jones_County,Iowa,IA,Jones_County,20638,8911,577,1.38,575.62,35.9,15.5,https://www.landwatch.com/Iowa_land_for_sale/Jones_County/Land
IA-Johnson_County,Iowa,IA,Johnson_County,130882,55967,623.15,9.11,614.04,213.1,91.1,https://www.landwatch.com/Iowa_land_for_sale/Johnson_County/Land
IA-Jefferson_County,Iowa,IA,Jefferson_County,16843,7594,436.88,1.37,435.51,38.7,17.4,https://www.landwatch.com/Iowa_land_for_sale/Jefferson_County/Land
IA-Jasper_County,Iowa,IA,Jasper_County,36842,16181,732.96,2.54,730.42,50.4,22.2,https://www.landwatch.com/Iowa_land_for_sale/Jasper_County/Land
IA-Jackson_County,Iowa,IA,Jackson_County,19848,9415,649.61,13.57,636.04,31.2,14.8,https://www.landwatch.com/Iowa_land_for_sale/Jackson_County/Land
IA-Iowa_County,Iowa,IA,Iowa_County,16355,7258,587.49,1.04,586.46,27.9,12.4,https://www.landwatch.com/Iowa_land_for_sale/Iowa_County/Land
IA-Ida_County,Iowa,IA,Ida_County,7089,3426,432.05,0.54,431.51,16.4,7.9,https://www.landwatch.com/Iowa_land_for_sale/Ida_County/Land
IA-Humboldt_County,Iowa,IA,Humboldt_County,9815,4684,435.67,1.32,434.35,22.6,10.8,https://www.landwatch.com/Iowa_land_for_sale/Humboldt_County/Land
IA-Howard_County,Iowa,IA,Howard_County,9566,4367,473.61,0.36,473.25,20.2,9.2,https://www.landwatch.com/Iowa_land_for_sale/Howard_County/Land
IA-Henry_County,Iowa,IA,Henry_County,20145,8280,436.56,2.23,434.33,46.4,19.1,https://www.landwatch.com/Iowa_land_for_sale/Henry_County/Land
IA-Harrison_County,Iowa,IA,Harrison_County,14928,6731,701.64,4.79,696.85,21.4,9.7,https://www.landwatch.com/Iowa_land_for_sale/Harrison_County/Land
IA-Hardin_County,Iowa,IA,Hardin_County,17534,8224,569.99,0.68,569.31,30.8,14.4,https://www.landwatch.com/Iowa_land_for_sale/Hardin_County/Land
IA-Hancock_County,Iowa,IA,Hancock_County,11341,5330,573.04,2.03,571,19.9,9.3,https://www.landwatch.com/Iowa_land_for_sale/Hancock_County/Land
IA-Hamilton_County,Iowa,IA,Hamilton_County,15673,7219,577.51,0.76,576.75,27.2,12.5,https://www.landwatch.com/Iowa_land_for_sale/Hamilton_County/Land
IA-Guthrie_County,Iowa,IA,Guthrie_County,10954,5756,593.07,2.45,590.62,18.5,9.7,https://www.landwatch.com/Iowa_land_for_sale/Guthrie_County/Land
IA-Grundy_County,Iowa,IA,Grundy_County,12453,5530,501.89,0.04,501.86,24.8,11,https://www.landwatch.com/Iowa_land_for_sale/Grundy_County/Land
IA-Greene_County,Iowa,IA,Greene_County,9336,4546,571.21,1.64,569.57,16.4,8,https://www.landwatch.com/Iowa_land_for_sale/Greene_County/Land
IA-Fremont_County,Iowa,IA,Fremont_County,7441,3431,516.64,5.49,511.15,14.6,6.7,https://www.landwatch.com/Iowa_land_for_sale/Fremont_County/Land
IA-Franklin_County,Iowa,IA,Franklin_County,10680,4894,582.52,0.55,581.97,18.4,8.4,https://www.landwatch.com/Iowa_land_for_sale/Franklin_County/Land
IA-Floyd_County,Iowa,IA,Floyd_County,16303,7526,501.38,0.75,500.63,32.6,15,https://www.landwatch.com/Iowa_land_for_sale/Floyd_County/Land
IA-Fayette_County,Iowa,IA,Fayette_County,20880,9558,731.33,0.52,730.81,28.6,13.1,https://www.landwatch.com/Iowa_land_for_sale/Fayette_County/Land
IA-Emmet_County,Iowa,IA,Emmet_County,10302,4758,402.52,6.64,395.88,26,12,https://www.landwatch.com/Iowa_land_for_sale/Emmet_County/Land
IA-Dubuque_County,Iowa,IA,Dubuque_County,93653,38951,616.63,8.33,608.3,154,64,https://www.landwatch.com/Iowa_land_for_sale/Dubuque_County/Land
IA-Dickinson_County,Iowa,IA,Dickinson_County,16667,12849,403.96,23.36,380.61,43.8,33.8,https://www.landwatch.com/Iowa_land_for_sale/Dickinson_County/Land
